State,Year,EVs_per_1000_forecast_panel_baseline,Outlets_per_100k_proj
New Hampshire,2027,1234.479727965724,32866.959317896544
New Hampshire,2028,6480.416012095077,173244.0147668291
New Jersey,2024,17.01633296855568,209.22110229122606
New Jersey,2025,50.82935034981874,1102.8188943276168
New Jersey,2026,227.25915926265256,5813.034633538447
New Jersey,2027,1155.4319359114652,30640.90742779657
New Jersey,2028,6046.093865987897,161510.34135974225
New Mexico,2024,10.463924522234988,172.70673307963062
New Mexico,2025,38.44930644136293,910.3491298535255
New Mexico,2026,184.16124594946328,4798.513198920637
New Mexico,2027,950.418009337462,25293.294808685532
New Mexico,2028,4987.609439723696,133322.7055461642
New York,2024,15.60177623922369,296.8109289743637
New York,2025,63.39399115620172,1564.5109261504333
New York,2026,313.5091167082025,8246.645251582026
New York,2027,1630.0822914730434,43468.63723909924
New York,2028,8568.029571430203,229126.19201873898
North Carolina,2024,12.311511174478527,203.6503054629449
North Carolina,2025,45.2354382099461,1073.4548391180365
North Carolina,2026,216.97879044431969,5658.2546684939625
North Carolina,2027,1120.4489299506338,29825.051531593388
North Carolina,2028,5880.9015518735,157209.90852802407
North Dakota,2024,7.3800386649223455,139.61822918850558
North Dakota,2025,30.084547798120248,735.937338325096
North Dakota,2026,147.9606417672862,3879.176588107132
North Dakota,2027,767.4927389349917,20447.407976290397
North Dakota,2028,4031.288310109952,107779.70104033774
Ohio,2024,9.839519838321824,162.84810703384326
Ohio,2025,36.251480663429746,858.3836304065769
Ohio,2026,173.66980880911797,4524.599458787984
Ohio,2027,896.2103733409085,23849.476547878567
Ohio,2028,4702.970697309864,125712.23967749288
Oklahoma,2024,10.963924986646091,176.78828343742865
Oklahoma,2025,39.60071587487765,931.8632639606284
Oklahoma,2026,188.74627709319145,4911.915687142812
Oklahoma,2027,973.1018978934126,25891.047163995747
Oklahoma,2028,5105.693656933671,136473.49953561247
Oregon,2024,24.077299375961545,395.3004755044268
Oregon,2025,87.588289843523,2083.6561348202736
Oregon,2026,420.55816801387545,10983.09553671544
Oregon,2027,2173.8644718546293,57892.655871945724
Oregon,2028,11413.86226798449,305156.19141284784
Pennsylvania,2024,10.811305428300031,173.8299644720173
Pennsylvania,2025,38.975953297676874,916.269760175517
Pennsylvania,2026,185.63281602279048,4829.7212506607175
Pennsylvania,2027,956.8703350133504,25457.794606923897
Pennsylvania,2028,5020.315672516883,134189.7953550967
Rhode Island,2024,18.105009016487113,390.2800707546137
Rhode Island,2025,80.81475084177457,2057.193234306733
Rhode Island,2026,409.56119202571756,10843.607758640253
Rhode Island,2027,2140.605467530863,57157.40615045745
Rhode Island,2028,11263.258573255682,301280.63930062484
South Carolina,2024,8.54232332991624,134.4223739277079
South Carolina,2025,30.417582197322055,708.5496260386783
South Carolina,2026,143.92264068666935,3734.8140632417962
South Carolina,2027,740.4147076560323,19686.463127463794
South Carolina,2028,3882.764686821622,103768.70813552481
South Dakota,2024,7.418168209596534,133.16796041963335
South Dakota,2025,29.093224668972933,701.93752571584
South Dakota,2026,141.54300242493898,3699.9612253236323
South Dakota,2027,732.4726116935826,19502.75140930456
South Dakota,2028,3845.502491767483,102800.35096850549
Tennessee,2024,9.922381900200254,164.06869128186514
Tennessee,2025,36.52914603704215,864.8174143609484
Tennessee,2026,174.97429590628087,4558.512378800356
Tennessee,2027,902.9273087305068,24028.233893776716
Tennessee,2028,4738.217021829439,126654.48200581182
Texas,2024,11.081794669719587,148.1592914597529
Texas,2025,35.14944380645393,780.9578680288785
Texas,2026,160.21074297266202,4116.4829125947035
Texas,2027,817.616553471106,21698.266018439757
Texas,2028,4281.047085948141,114373.0602564832
Utah,2024,19.93853930429222,334.4915331139322
Utah,2025,73.74451892978648,1763.1279955555692
Utah,2026,355.5586140119293,9293.569555475004
Utah,2027,1839.2192486253275,48987.0476222778
Utah,2028,9657.89608075598,258214.11465453438
Vermont,2024,34.46451020961682,794.6727360218048
Vermont,2025,161.71468057365178,4188.774929939851
Vermont,2026,830.6581824797864,22079.322239653593
Vermont,2027,4354.904684005735,116381.63394218512
Vermont,2028,22929.650693119365,613455.6383586382
Virginia,2024,16.51171566412719,275.48137790465097
Virginia,2025,60.89976803115195,1452.0813878791807
Virginia,2026,293.0713174412714,7654.021382726388
Virginia,2027,1515.062661863166,40344.87585630236
Virginia,2028,7954.4625753261935,212660.6298140042
Washington,2024,26.381976044490045,390.23240937818974
Washington,2025,89.08411118962884,2056.9420078966127
Washington,2026,417.7904570366331,10842.283526864392
Washington,2027,2148.6233872488515,57150.42603321835
Washington,2028,11270.162477323647,301243.8466200988
West Virginia,2024,7.145125840726433,132.78189621903303
West Virginia,2025,28.758567065479944,699.9025546245738
West Virginia,2026,140.8835666600826,3689.2347520172484
West Virginia,2027,730.1012477871859,19446.21142694984
West Virginia,2028,3834.1074362757417,102502.32481271676
Wisconsin,2024,8.399922810154381,124.25719067060405
Wisconsin,2025,28.652834538412883,654.9682423375612
Wisconsin,2026,133.6063890990619,3452.3828854939684
Wisconsin,2027,685.0228876663515,18197.748864148452
Wisconsin,2028,3589.7764295606707,95921.59233382191
Wyoming,2024,10.469135013186294,227.03543724018337
Wyoming,2025,47.12529202206557,1196.7194854077873
Wyoming,2026,238.54148646776173,6307.991140782152
Wyoming,2027,1245.7085373189611,33249.85739546746
Wyoming,2028,6552.754747853042,175262.29700472282
